Name,Address,Genre,Business Hours,Number of Seats,Phone Number,URL
南部の子だぬき,岩手県 盛岡市 大通 3-2-6 KCビル 2F,居酒屋、焼き鳥、海鮮,"営業時間
日～木…17：00～25：00
金・土・祝前日…17：00～27：00
日曜営業
定休日
無",140席,,https://tabelog.com/iwate/A0301/A030101/3007796/
三吉,岩手県 盛岡市 本町通 3-17-3,牛タン、おでん、居酒屋,"営業時間
17:30～23:00
定休日
不定休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",19席,,https://tabelog.com/iwate/A0301/A030101/3000074/
やきとり 大吉 緑が丘店,岩手県 盛岡市 黒石野 1-8-11,焼き鳥,,,,https://tabelog.com/iwate/A0301/A030101/3002127/
ラッキー亭,岩手県 盛岡市 月が丘 3-41-56,焼き鳥,"営業時間
17:00頃～24:00頃まで
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3001607/
松屋 アクロスプラザ盛岡店,岩手県 盛岡市 津志田南 1-1-6 アクロスプラザ盛岡,牛丼,"営業時間
24時間営業
日曜営業
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3012173/
レストラン アスカ,岩手県 盛岡市 繋 字湯ノ舘37-1 ホテル大観,郷土料理、ヨーロッパ料理,"営業時間
11:30～19:00
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3000740/
一葉,岩手県 盛岡市 松尾町 17-57,日本料理、親子丼,"営業時間
昼11:30～13:30（月～金）
夜17:00～23:00（火～土）
定休日
日曜日、祝祭日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3002951/
産直めん屋,岩手県 盛岡市 大通 3-4-1 クロステラス盛岡 1F,そば、ジェラート・アイスクリーム,"営業時間
11:00〜15:30
日曜営業
定休日
元旦
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3010428/
酒林,岩手県 盛岡市 青山 1-2-25,居酒屋、焼き鳥、もつ鍋,"営業時間
16:30～22:00(LO21:00)
定休日
日曜　木曜　祝日",30席,,https://tabelog.com/iwate/A0301/A030101/3001619/
うなぎ料理 多賀,岩手県 盛岡市 大通 3-2-21,うなぎ,,,,https://tabelog.com/iwate/A0301/A030101/3011501/
慶宝丸直送海鮮居酒屋 海賊王,岩手県 盛岡市 大通 2-1-23 サンクイーンズビル 4F,居酒屋、海鮮,"営業時間
[月・火・木・金・土・祝]
18:00～24:00(L.O.23:30)
[日]
18:00～23:00(料理L.O.22:20 ドリンクL.O.22:30)
定休日
水曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3012024/
大衆やきとり あこ,岩手県 盛岡市 前九年 2-2-6,焼き鳥、居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3002673/
居酒屋 えん,岩手県 盛岡市 緑が丘 1-19-1,居酒屋、焼き鳥,,,,https://tabelog.com/iwate/A0301/A030101/3010477/
凡亭,岩手県 盛岡市 盛岡駅前通 13-6,日本料理,,,,https://tabelog.com/iwate/A0301/A030101/3002626/
アオハル,岩手県 盛岡市 新庄 字上八木田10 盛岡競馬場 屋台村,そば,,,,https://tabelog.com/iwate/A0301/A030101/3011859/
酒蔵　早苗,岩手県 盛岡市 大通 2丁目6-26,おでん、焼き鳥、居酒屋,"営業時間
18から翌1
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3001472/
てん・天・てん,岩手県 盛岡市 緑が丘 4-1-50 アネックスカワトク  1F,天ぷら、弁当、惣菜・デリ,,,,https://tabelog.com/iwate/A0301/A030101/3009648/
焼鳥とめし 清造,岩手県 盛岡市 中ノ橋通 1-9-22 盛岡バスセンター 東棟 2F,焼き鳥、牛料理、居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3012000/
籔金,岩手県 盛岡市 八幡町 5-15,日本料理,,,,https://tabelog.com/iwate/A0301/A030101/3002659/
肉と魚 たぎる,岩手県 盛岡市 大通 2-8-35 1F,海鮮、日本料理,,,,https://tabelog.com/iwate/A0301/A030101/3012062/
水前寺,岩手県 盛岡市 八幡町 7-30,居酒屋、海鮮,"営業時間
18:00～23:00頃
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",15席,,https://tabelog.com/iwate/A0301/A030101/3000544/
そば処 喜咲,岩手県 盛岡市 桜台 2-3-9,そば,"営業時間
日曜営業
定休日
水曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3012214/
南部いろり庵 イオン盛岡店,岩手県 盛岡市 本宮 字稲荷10-1 イオンモール盛岡南,麺類,"営業時間
10:00～22:00 (L.O.21:30)
日曜営業
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3005646/
やきとりBAR ZeN,岩手県 盛岡市 菜園 2-6-28,バー、焼き鳥、ドイツ料理,"営業時間
［火～日・祝・祝前］17:00～翌1:00（L.O.24:30）
定休日
月曜日　月曜日・第3日曜日休みとなります。
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3005674/
おまかせ料理 伯,岩手県 盛岡市 菜園 1-11-17 小笠原ビル 2F,日本料理,"営業時間
[火～日]
17:30～22:00
日曜営業
定休日
月曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3010640/
御勝手屋 ふくろう,岩手県 盛岡市 三本柳 5-29-24,親子丼、丼,"営業時間
11:30～15:00
17:00～21: 00
日曜営業
定休日
水曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。","
                    （カウンター4席テーブル10席）
                  ",,https://tabelog.com/iwate/A0301/A030101/3011940/
サムライ,岩手県 盛岡市 本宮 1-2-5,串焼き、ラーメン,"営業時間
18:00～24:00
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3000347/
四季,岩手県 盛岡市 中の橋通1-10-2 四季ビル３F,日本料理、郷土料理,"営業時間
[月～金] 
11：30～14：00
17：00～22：00 
[土] 
17：00～22：00
定休日
日曜日・祝祭日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3000601/
王様,岩手県 盛岡市 本町通 2-9-16,焼き鳥、もつ焼き、居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3001645/
情熱食堂 盛岡店,岩手県 盛岡市 北飯岡 3-13-11,食堂、からあげ、ラーメン,"営業時間
日曜営業
定休日
無休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3011568/
あじまん サンデー盛岡前潟店,岩手県 盛岡市 上厨川 字前潟90-7 サンデー盛岡前潟店,たい焼き・大判焼き、たこ焼き,"営業時間
10:00～18:00
定休日
不定休(サンデー盛岡前潟店に準ずる)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3008735/
あじまん マルイチ緑ヶ丘店,岩手県 盛岡市 緑が丘 4-10-34,たい焼き・大判焼き、たこ焼き,"営業時間
10:00～18:00
定休日
不定休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3009071/
てるちゃん,岩手県 盛岡市 三本柳 23-25-3,居酒屋、麺類,"営業時間
ランチ11:00～14:30（L.O）
平日ディナー1９:００～2０:３0（22:０0L.O）
土、日、祝ディナー17:30～23:00（22:30L.O）
日曜営業
定休日
水曜日",50席,,https://tabelog.com/iwate/A0301/A030101/3011448/
ばっちゃん亭,岩手県 盛岡市 玉山 区薮川外山35-82,レストラン、そば、うどん,"営業時間
産直:9:00～17:00
食堂:11:00〜15:00
日曜営業
定休日
月曜
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",26席,,https://tabelog.com/iwate/A0301/A030101/3008065/
仙臺たんや 利久 フェザン店,岩手県 盛岡市 盛岡駅前通 1-44 盛岡駅ビル フェザン  B1F,牛タン,"営業時間
日曜営業
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3012051/
ユートランド姫神 郷土食コーナー,岩手県 盛岡市 玉山 区下田字生出893-11 ユートランド姫神,食堂、料理旅館、郷土料理,"営業時間
11:30～14:00 18:00～20:00
定休日
不定休
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3007538/
焼き鳥バーＭａｒｉｎｅ,岩手県 盛岡市 大通 1-11-20,焼き鳥,,,,https://tabelog.com/iwate/A0301/A030101/3001623/
お食事酒処三鶴,岩手県 盛岡市 北松園 2-14-1,食堂、居酒屋、親子丼,"営業時間
日曜営業
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3002710/
ご馳走 DE がんす 青山店,岩手県 盛岡市 青山 3-16-5,串焼き、串揚げ、居酒屋,"営業時間
[火～木・日・祝] 17:00～24:00(L.O.23:30) [金・土・祝前日] 17:00～翌1:00(L.O.翌0:30)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",35席,,https://tabelog.com/iwate/A0301/A030101/3008306/
ほそ道,岩手県 盛岡市 菜園 2-5-6 サンライズガーデン B1F,日本料理、居酒屋,"営業時間
[月～土]17:00～23:00(LO22:00)
定休日
日曜日、祝日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",30席,,https://tabelog.com/iwate/A0301/A030101/3010019/
鳥ぶら 盛岡大通り店,岩手県 盛岡市 大通 2-7-27,焼き鳥、居酒屋、鳥料理,"営業時間
月～木　17:00~翌3:00
金土　16:00~翌4:00
日　15:00~24:00
日曜営業
定休日
なし",76席,,https://tabelog.com/iwate/A0301/A030101/3012233/
どんぱん,岩手県 盛岡市 紺屋町 2-24,焼き鳥、居酒屋,,,,https://tabelog.com/iwate/A0301/A030101/3001609/
地産酒場いごっそう,岩手県 盛岡市 大通 2-6-6,居酒屋、海鮮、鍋,"営業時間
18：00～24：00
金・土・祝日前日　18：00～翌1：00
定休日
日曜日　※連休にあたる場合は最終日が休日",30席,,https://tabelog.com/iwate/A0301/A030101/3010144/
お食事処 たかえい,岩手県 盛岡市 本町通 1-3-10,居酒屋、海鮮,"営業時間
17:00～23:00(L.O.22:00)
定休日
月曜日・日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",28席,,https://tabelog.com/iwate/A0301/A030101/3008653/
しゃぶ葉 盛岡上堂店,岩手県 盛岡市 上堂 4-13-13,しゃぶしゃぶ,,,,https://tabelog.com/iwate/A0301/A030101/3010709/
串焼 maru,岩手県 盛岡市 内丸 4-2,串焼き,,,,https://tabelog.com/iwate/A0301/A030101/3012283/
さくら山おばんざい キンタロウ,岩手県 盛岡市 内丸 5-11,日本料理、カレー,,,,https://tabelog.com/iwate/A0301/A030101/3010221/
うな竹,岩手県 盛岡市 厨川 一丁目5-4,うなぎ、日本料理,"営業時間
完全予約制。
１０名以上の宴会のみ
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3000518/
海鮮うまいもの酒場 魚すゞ,岩手県 盛岡市 大通 り2-1-23 サンクイーンビル 1F,居酒屋、海鮮,"営業時間
11:30～14:00
17:00～21:00 
定休日
日曜日(不定休)
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",80席,,https://tabelog.com/iwate/A0301/A030101/3011311/
太田屋精肉店,岩手県 盛岡市 肴町 4-31,串揚げ,"定休日
日曜日。
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3005540/
鳥正,岩手県 盛岡市 内丸 5-18,焼き鳥、おにぎり,"営業時間
17:30～23:00
定休日
日曜日
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3001633/
鳥花,岩手県 盛岡市 黒川 ２２地割15-24,焼き鳥,,,,https://tabelog.com/iwate/A0301/A030103/3001608/
べっか,岩手県 盛岡市 中央通 2-1-8 岩手開運ビル　Ｂ１Ｆ,居酒屋、お好み焼き、バー,"営業時間
17:00～翌1:00
営業時間を変更している場合がございます。
店舗まで確認お願いします。
日曜営業
定休日
当面の間、毎週月曜日定休",180席,,https://tabelog.com/iwate/A0301/A030101/3000422/
魚丼 盛岡店,岩手県 盛岡市 大通 3-7-3,海鮮丼,"営業時間
[月～土]
11:00～21:00
[日・祝]
11:00～20:00
日曜営業
営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,,https://tabelog.com/iwate/A0301/A030101/3012007/
お台所あん梅,岩手県 盛岡市 南大通 1-12-36,居酒屋、郷土料理,"営業時間
17：30～22：45(LO22:00)
定休日
日曜日","
                    （カウンター６～８席、小上がり、個室）
                  ",,https://tabelog.com/iwate/A0301/A030101/3001560/
