State Name,City Name,Store Name,Store Address,Store Phone Number,Store Email,Store Instagram Account URL,Store Details Page URL
Ohio,Athens,Ohio Marijuana Card,"2099 E State Street Suite D, Athens, Ohio 45701",(740) 331-4992,Athens@OhioMarijuanaCard.com,https://www.instagram.com/ohio_marijuana/,https://weedmaps.com/doctors/ohio-marijuana-card-10#details
Florida,Melbourne,Trulieve - Melbourne,"1921 Alma Dr., Melbourne, Florida 32904",(321) 204-3068,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-melbourne#details
Florida,Sebring,Trulieve - Sebring,"2058 US Hwy 27 N, Sebring, Florida 33870",(863) 302-7317,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-sebring-1#details
Texas,Port Arthur,ARTISAN VAPOR & CBD Mid-County,"401 Memorial Fwy ste 371, Port Arthur, Texas 77642",(409) 853-1649,artisanvaporonline@gmail.com,,https://weedmaps.com/cbd-stores/artisan-vapor-cbd-mid-county#details
Ohio,London,Pure Ohio Wellness - London,"920 US Highway 42W, London, Ohio 43140",(740) 910-5420,it@pureohiowellness.com,https://www.instagram.com/pureohiowellness/,https://weedmaps.com/dispensaries/pure-ohio-wellness-1#details
Missouri,Eldon,Heya Wellness Eldon,"1812B HWY 52, Eldon, Missouri 65026",(636) 344-0767,marketing@heyawellness.com,https://www.instagram.com/heyaeldon/,https://weedmaps.com/dispensaries/heya-wellness-eldon#details
Ohio,Cleveland,Serenity Medical Evaluations,"Please Visit Our Website: http://serenitymedicalevaluations.com, Cleveland, Ohio 20815",(877) 765-0109,serenitymedicalevaluations@gmail.com,https://www.instagram.com/@serenitymedicalevaluations/,https://weedmaps.com/doctors/serenity-medical-evaluations-46#details
Florida,Sebring,Dr. Nomen Azeem,"7441 US Hwy 27N, Sebring, Florida 33870",(813) 333-1353,customerservice@weedmaps.com,,https://weedmaps.com/doctors/dr-nomen-azeem#details
Missouri,Sunrise Beach,Revolution Dispensary - Sunrise Beach,"23 SPRING COVE RD, Sunrise Beach, Missouri 65079",(573) 374-0212,ccaiazzo@revcanna.com,,https://weedmaps.com/dispensaries/revolution-dispensary-sunrise-beach#details
Ohio,Athens,Harvest of Ohio - Athens,"711 W Union St, Athens, Ohio 45701",(740) 616-8066,harvestohio@gmail.com,https://www.instagram.com/harvestofohio/,https://weedmaps.com/dispensaries/harvest-of-athens#details
Missouri,Sunrise Beach,BUDD Dispensary,"12077 N State Hwy 5, Sunrise Beach, Missouri 65079",(573) 207-6101,info@bluearrowmo.com,https://www.instagram.com/budddispensaries/,https://weedmaps.com/dispensaries/budd-dispensary#details
Ohio,Springfield,The Forest Springfield,"1711 W Main St, Springfield, Ohio 45504",(937) 471-4440,springfield@theforestohio.com,https://www.instagram.com/theforestspringfield,https://weedmaps.com/dispensaries/the-forest-ohio#details
Missouri,Jefferson City,Missouri Health and Wellness - Jefferson City,"1404 A Missouri Blvd., Jefferson City, Missouri 65109",(573) 298-4067,Kristin@mhwdispensaries.com,https://www.instagram.com/mhwcannabis/,https://weedmaps.com/dispensaries/missouri-health-and-wellness-2#details
Arkansas,Bentonville,Ozark MMJ Cards (previously AR MMJ Cards / Cannabis Clinics),"615 N. Walton Blvd. Suite H, Bentonville, Arkansas 72712",(479) 342-4585,info@ozarkmmjcards.com,https://www.instagram.com/www.Instagram.com/armmjcards/,https://weedmaps.com/doctors/concierge-cannabis-clinics#details
Florida,Venice,Trulieve - Venice,"1290 Jacaranda Blvd, Venice, Florida 34292",(941) 800-2003,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-venice#details
Illinois,Champaign,Sunnyside Cannabis Dispensary - Champaign,"1704 S Neil Street, Suite C, Champaign, Illinois 61820",(217) 305-4009,listings@sunnyside.shop,https://www.instagram.com/sunnyside.dispensary/,https://weedmaps.com/dispensaries/sunnyside-champaign#details
Florida,Avon Park,Sunnyside Medical Cannabis Dispensary (Formerly One Plant) - Avon Park,"299 US HWY 27 SOUTH, Avon Park, Florida 33825",(863) 417-6969,info@sunnyside.shop,https://www.instagram.com/sunnyside.dispensary,https://weedmaps.com/dispensaries/one-plant-avon-park-1#details
Illinois,Urbana,Jerabek Wellness,"110 E University Ave, Suite D, Urbana, Illinois 61802",(217) 954-1408,contact@jerabekwellness.com,,https://weedmaps.com/doctors/jerabek-wellness-1#details
Illinois,Urbana,nuEra - Urbana,"105 East University Avenue, Urbana, Illinois 61801",(217) 607-2867,urbana@nueracannabis.com,https://www.instagram.com/nueraurbana/,https://weedmaps.com/dispensaries/nuera-urbana#details
Illinois,Champaign,nuEra Champaign,"102 E Green St, Champaign, Illinois 61820",(217) 530-4077,champaign@nueracannabis.com,https://www.instagram.com/null/,https://weedmaps.com/dispensaries/nuera-champaign#details
Arkansas,Bentonville,The Sanctuary Wellness Institute,"609 SW 8th Street 6th Floor, Bentonville, Arkansas 72712",(479) 319-2673,info@sanctuarywellnessinstitute.com,https://www.instagram.com/sanctuarywellnessinstitute/,https://weedmaps.com/doctors/the-sanctuary-wellness-institute-12#details
Arkansas,Bentonville,AR Cannabis Clinic,"201 SW 14th St. Suite 103, Bentonville, Arkansas 72712",(888) 454-2111,Appointments@arcannabisclinic.com,https://www.instagram.com/arcannabisclinic/,https://weedmaps.com/doctors/ar-cannabis-clinic-4#details
Florida,Melbourne,Dr. Todd Jaffe,"8095 Spyglass Hill Rd, Melbourne, Florida 32940",(321) 757-0577,customerservice@weedmaps.com,,https://weedmaps.com/doctors/dr-todd-jaffe#details
Ohio,Springfield,Terrasana Dispensaries - Springfield,"183 Raydo Circle, Springfield, Ohio 45506",(937) 230-6505,Emilie@terrasanacannabisco.com,https://www.instagram.com/terrasanacc/,https://weedmaps.com/dispensaries/terrasana-dispensaries-springfield#details
Arkansas,Rogers,Dr. Tammy's Healing Art Centers,"5723 W. Stoney Brook Rd, Rogers, Arkansas 72758",(800) 479-6435,info@healingartcenters.com,https://www.instagram.com/healingartcenters/,https://weedmaps.com/doctors/dr-tammys-healing-art-centers#details
Illinois,Savoy,Medical Cannabis Outreach,"1801 Woodfield Dr., Savoy, Illinois 61874",(309) 338-8900,mcomirandas@gmail.com,,https://weedmaps.com/doctors/medical-cannabis-outreach-23ca2d29-e2b7-4696-981c-3733c381998f#details
Arkansas,Rogers,"Compassionate Care and Wellness, PLLC","2 Halsted Circle, Rogers, Arkansas 72756",(479) 721-4414,ww340med@gmail.com,,https://weedmaps.com/doctors/compassionate-care-and-wellness-pllc#details
Oklahoma,Muldrow,The Dope Spot,"909 E Shawntell Smith Blvd A, Muldrow, Oklahoma 74948",(479) 561-7580,thedopespot918@gmail.com,https://www.instagram.com/TheDopeSpot_918/,https://weedmaps.com/dispensaries/the-dope-spot#details
Ohio,Fairborn,Dayton Center for Medical Marijuana,"7774 Dayton Springfield Rd, Fairborn, Ohio 45324",(937) 340-6044,brianridge@hotmail.com,,https://weedmaps.com/doctors/dayton-center-for-medical-marijuana#details
Oklahoma,Muldrow,Majestic Jane,"1004 S Main Street, Muldrow, Oklahoma 74948",(918) 503-4141,majesticjane8@gmail.com,https://www.instagram.com/majesticjanedispensary/,https://weedmaps.com/dispensaries/majestic-jane-8#details
Florida,Rockledge,Medmar Releaf Clinic,"835 Executive Lane, Rockledge, Florida 32955",(386) 487-4204,info@medmarreleaf.com,,https://weedmaps.com/doctors/medmar-releaf-clinic-3#details
Illinois,Danville,Sunnyside Cannabis Dispensary - Danville,"369 Lynch Drive, Danville, Illinois 61834",(217) 903-3576,listings@sunnyside.shop,https://www.instagram.com/sunnyside.dispensary,https://weedmaps.com/dispensaries/sunnyside-cannabis-dispensary-danville#details
Missouri,Buffalo,Good Day Farm - Buffalo,"513 S ASH ST, Buffalo, Missouri 65622",(417) 733-8086,buffalomo@gooddayfarm.com,https://www.instagram.com/gooddayfarmmo/,https://weedmaps.com/dispensaries/good-day-farm-buffalo#details
Oklahoma,Poteau,Nectar House,"2306 N Broadway, Poteau, Oklahoma 74953",(918) 564-2540,nectar-house@outlook.com,,https://weedmaps.com/dispensaries/nectar-house#details
Florida,Merritt Island,Trulieve - Merritt Island,"700 E Merritt Island Causeway Merritt Island, FL 32952, Merritt Island, Florida 32952",(321) 218-5005,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-merritt-island-1#details
Florida,Merritt Island,Omni Medical Services,"415 Magnolia Avenue Suite #207, Merritt Island, Florida 32952",(866) 417-2002,info@omnidoctors.com,,https://weedmaps.com/doctors/omni-medical-services-18#details
Missouri,Cassville,"Roark Family Health, LLC","1101 N Main St, Cassville, Missouri 65625",(417) 847-1111,roarkfamilyhealth@gmail.com,,https://weedmaps.com/doctors/roark-family-health-llc#details
Florida,Merritt Island,AYR Cannabis Dispensary Merritt Island,"150 East Merritt Island Causeway, Merritt Island, Florida 32953",(321) 305-6173,flsupport@ayrdispensaries.com,,https://weedmaps.com/dispensaries/liberty-health-sciences-merritt-island#details
Oklahoma,Poteau,Elevate Holistics,"301 N Broadway St., Poteau, Oklahoma 74953",(918) 879-6155,stephen@elevate-holistics.com,,https://weedmaps.com/doctors/elevate-holistics-7#details
Florida,Osprey,Trulieve - Osprey,"1100 S Tamiami Trail, Osprey, Florida 34229",(941) 621-9430,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-osprey#details
Oklahoma,Poteau,The Spunky Skunk,"301 N. Broadway, Poteau, Oklahoma 74953",(918) 564-2550,spunkyskunk918@gmail.com,https://www.instagram.com/thespunky_skunk/,https://weedmaps.com/dispensaries/the-spunky-skunk#details
Oklahoma,Roland,The Bud Shop,"305 East Ray Fine Blvd, Roland, Oklahoma 74954",(918) 503-4200,thebudshop@yahoo.com,,https://weedmaps.com/dispensaries/the-bud-shop-1#details
Texas,Longview,ARTISAN VAPOR & CBD Longview,"409 W Loop 281 Suite # 103, Longview, Texas 75605",(430) 625-7411,artisanvaporonline@gmail.com,,https://weedmaps.com/cbd-stores/artisan-vapor-cbd-longview#details
Illinois,Decatur,Mystic Greenz - Decatur,"5045 Indus Dr., Decatur, Illinois 62522",(217) 451-0057,tiffany@indus365.com,https://www.instagram.com/Mystic_greenz/,https://weedmaps.com/dispensaries/mystic-greenz#details
Oklahoma,Roland,Roland Natural Health (Drive Thru 24/7),"309 E Ray Fine Boulavard, Roland, Oklahoma 74954",(918) 503-4053,rolandnaturalhealth@yahoo.com,https://www.instagram.com/rolandnaturalhealth/,https://weedmaps.com/dispensaries/roland-natural-health#details
Florida,Merritt Island,Green Dragon - Merritt Island,"205-207 Crockett Blvd, Merritt Island, Florida 32953",(321) 344-7893,florida@greendragon.com,,https://weedmaps.com/dispensaries/green-dragon-merritt-island#details
Oklahoma,Idabel,Mountain Fork Mary Jane,"2100 E Lincoln Rd, Idabel, Oklahoma 74745",(580) 236-2444,emilyjonesllc@gmail.com,https://www.instagram.com/mountain_fork_mary_jane/,https://weedmaps.com/dispensaries/mountain-fork-mary-jane#details
Oklahoma,Roland,Pharmhouse 788,"480858 US Hwy 64, Roland, Oklahoma 74954",(918) 503-6023,contactpharm788@gmail.com,https://www.instagram.com/Pharmhouse788/,https://weedmaps.com/dispensaries/guzman-enterprises-llc-dba-pharm-788#details
Oklahoma,Roland,Phresh OTD,"480958 US HWY 64, Roland, Oklahoma 74954",(918) 503-6123,freshOTD@gmail.com,https://www.instagram.com/phresh.otd,https://weedmaps.com/dispensaries/phresh-otd#details
Arkansas,Springdale,Advance Healthcare NWA,"2111 South Old Missouri Road Suite E,, Springdale, Arkansas 72764",(479) 571-2273,Staff@advancedhealthcarenwa.com,,https://weedmaps.com/doctors/advance-healthcare-nwa#details
Ohio,Fairborn,InteCare Medical Clinic,"530 E. Dayton Yellow Springs Rd., Fairborn, Ohio 45324",(937) 874-5766,Ma124@intecaremedicalclinic.com,,https://weedmaps.com/doctors/intecare-medical-clinic#details
Arkansas,Fayetteville,Arkansas Marijuana Card,"1617 College Ave N Suite 105, Fayetteville, Arkansas 72703",(479) 935-9952,info@arkansasmarijuanacard.com,https://www.instagram.com/arkansas_marijuana/,https://weedmaps.com/doctors/arkansas-marijuana-card#details
Ohio,Dayton,DocMJ,"1908 Needmore Rd, Dayton, Ohio 45414",(877) 899-3626,ohio@docmj.com,https://www.instagram.com/docmjohio/,https://weedmaps.com/doctors/docmj-32#details
Ohio,Dayton,Pure Ohio Wellness - Dayton,"1875 Needmore Road, Dayton, Ohio 45414",(937) 519-1420,it@pureohiowellness.com,instagram.com/pureohiowellness,https://weedmaps.com/dispensaries/pure-ohio-wellness-dayton#details
Oklahoma,Moffett,River Valley Natural Health,"111688 S. 4823 Road, Moffett, Oklahoma 74946",(539) 352-2005,rivervalleynaturalhealth@gmail.com,https://www.instagram.com/rivervalleynaturalhealth/,https://weedmaps.com/dispensaries/river-valley-natural-health-1#details
Oklahoma,Pocola,Wild Willy's Bud Pharmacy,"2704 S Pocola blvd, Pocola, Oklahoma 74902",(918) 436-6009,wildwillysbudpharm@gmail.com,https://instagram.com/wildwillysbudpharm?utm_medium,https://weedmaps.com/dispensaries/wild-willys-bud-pharmacy-1#details
Oklahoma,Pocola,Emerald Cut,"405 S Pocolo Blvd Ste A, Pocola, Oklahoma 74902",(918) 436-6010,emeraldcutccc@gmail.com,,https://weedmaps.com/dispensaries/emerald-cut-cannabis-care-center-llc-2#details
Oklahoma,Arkoma,Green Monkey Dispensary,"525 Main St, Arkoma, Oklahoma 74901",(918) 875-7006,greenmonkeydispensary@yahoo.com,https://www.instagram.com/greenmonkeydispensary,https://weedmaps.com/dispensaries/green-monkey-dispensary#details
Ohio,Riverside,Zen Leaf Dayton,"5604 Airway Rd, Riverside, Ohio 45431",(937) 684-4621,support@zenleafdispensaries.com,,https://weedmaps.com/dispensaries/zen-leaf-dayton#details
Oklahoma,Pocola,Blayes N Dino,"2560 Choctaw rd, Pocola, Oklahoma 74902",(479) 522-9470,blayesndino@gmail.com,,https://weedmaps.com/dispensaries/blayes-n-dino#details
Florida,Sarasota,The Emerald Medical Group Of Sarasota,"3900 Clark Road, Suite B1, Sarasota, Florida 34233",(941) 926-3100,drzalkin@emeraldmedicalgroup.com,,https://weedmaps.com/doctors/the-emerald-medical-group-of-sarasota#details
Florida,Sarasota,Comfort Care Clinic,"3900 Clark Rd. Unit L-2, Sarasota, Florida 34233",(941) 225-2075,comfortcareclinics@gmail.com,https://www.instagram.com/@comfortcareclinics/,https://weedmaps.com/doctors/comfort-care-clinic-3#details
Florida,Sarasota,Neurology of Cannabis,"5602 Marquesas Circle Suite 108, Sarasota, Florida 34233",(941) 400-1211,info@neurologyofcannabis.com,https://www.instagram.com/neurologyofcannabis/,https://weedmaps.com/doctors/neurology-of-cannabis#details
Florida,Sarasota,Point Lumineux Holistic Wellness Center,"2206 Jo An Drive Suite #4, Sarasota, Florida 34231",(941) 217-6828,frontdesk@pointlumineux.com,https://www.instagram.com/marijuanadoctorsarasota/?hl=en,https://weedmaps.com/doctors/point-lumineux-holistic-wellness-center#details
Ohio,Beavercreek,Ohio Marijuana Card,"3623 Dayton-Xenia Rd., Beavercreek, Ohio 45432",(937) 202-4110,Dayton@OhioMarijuanaCard.com,https://www.instagram.com/ohio_marijuana/,https://weedmaps.com/doctors/ohio-marijuana-card-4#details
Missouri,Springfield,Good Day Farm - Springfield West,"3800 W Sunshine, #100, Springfield, Missouri 65807",(417) 708-7796,Kandrews@gooddayfarm.com,https://www.instagram.com/gooddayfarmmo/,https://weedmaps.com/dispensaries/good-day-farm-sf-west#details
Arkansas,Van Buren,Good Day Farm - Van Buren,"1705 Fayetteville Road, Van Buren, Arkansas 72956",(479) 460-4125,vanburenar@gooddayfarm.com,https://www.instagram.com/gooddayfarmvanburen/,https://weedmaps.com/dispensaries/good-day-farm-van-buren#details
Ohio,Dayton,Serendipity Community Care LLC,"411 E. Fifth Street, Dayton, Ohio 45402",(937) 589-2222,serendipitycommunitycare1@gmail.com,,https://weedmaps.com/doctors/serendipity-community-care-llc-4#details
Ohio,Dayton,Columbia Care - Dayton,"333 Wayne Avenue, Dayton, Ohio 45410",(937) 233-0642,info@col-careoh.com,,https://weedmaps.com/dispensaries/columbia-care-dayton#details
Florida,Sarasota,The Harvey Center for Integrative Medicine,"3982 Bee Ridge Rd, Sarasota, Florida 34233",(941) 929-9355,reception@harveycenter.com,,https://weedmaps.com/doctors/the-harvey-center-for-integrative-medicine#details
Missouri,Springfield,Terrabis - Springfield,"850 Kearny Street, Springfield, Missouri 65803",(417) 708-6399,kpowell@terrabis.co,https://www.instagram.com/terrabis_hq/,https://weedmaps.com/dispensaries/terrabis-springfield-coming-soon#details
Ohio,Dayton,Patient Focus,"810 N Orchard Lane, Dayton, Ohio 45434",(216) 438-0523,intake@pfohio.com,,https://weedmaps.com/doctors/patient-focus-7#details
Ohio,Dayton,Guaranteed Dispensary,"1910 Wayne Ave, Dayton, Ohio 45410",(937) 401-2550,Sarahawkins74@yahoo.com,,https://weedmaps.com/dispensaries/guaranteed-dispensary#details
Missouri,Springfield,Old Route 66 Wellness - Springfield,"2823 N Glenstone Ave, Springfield, Missouri 65803",(417) 380-8906,info@oldroute66wellness.com,https://www.instagram.com/oldroute66dispensary/,https://weedmaps.com/dispensaries/old-route-66-wellness-springfield-1#details
Florida,Orlando,MÜV Dispensary Orlando - Garland,"101 S. Garland Ave, Suite 110, Orlando, Florida 32801",(833) 880-5420,support@muvbrand.com,,https://weedmaps.com/dispensaries/muv-orlando-garland#details
Florida,Lutz,Sunnyside Medical Cannabis Dispensary - Lutz,"21708 FL-54, Lutz, Florida 33549",(813) 694-2539,info@sunnyside.shop,https://www.instagram.com/null/,https://weedmaps.com/dispensaries/sunnyside-medical-cannabis-dispensary-lutz#details
Arkansas,Conway,the Murphy Clinic,"719 Front St., Conway, Arkansas 72032",(501) 766-4768,pmurphy@conwaycorp.net,https://www.instagram.com/the.murphyclinic/,https://weedmaps.com/doctors/the-murphy-clinic#details
Missouri,Springfield,Old Route 66 Wellness-Springfield,", Springfield, Missouri 65803",(417) 380-8906,info@oldroute66wellness.com,,https://weedmaps.com/deliveries/old-route-66-wellness-springfield#details
Missouri,Bridgeton,Proper Cannabis - Bridgeton,"12430 St. Charles Rock Road, Bridgeton, Missouri 63044",(314) 279-8675,bridgeton@properbrands.com,https://www.instagram.com/properbrands/,https://weedmaps.com/dispensaries/proper-cannabis-bridgeton#details
Florida,Port Richey,Trulieve - Port Richey,"10523 US-19, Port Richey, Florida 34668",(727) 758-4478,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-port-richey#details
Florida,New Port Richey,Natural Clinic MD,"4766 Rowan Rd, New Port Richey, Florida 34653",(727) 753-8861,naturalclinicmd@gmail.com,https://www.instagram.com/NaturalClinicMD/,https://weedmaps.com/doctors/natural-clinic-md#details
Florida,St. Augustine,Cannabis Certification Clinic,"100 Whetstone Place, suite 309, St. Augustine, Florida 32086",(904) 615-1181,info@cannabis904.com,,https://weedmaps.com/doctors/cannabis-certification-clinic#details
Oklahoma,Hugo,Deep South Greenery,"1301 south f st, Hugo, Oklahoma 74743",(580) 406-6712,Lancesparks25@me.com,,https://weedmaps.com/dispensaries/deep-south-greenery#details
